video,label,elbow_mean_idle,straight_ratio_idle,tripod_ratio,com_over_base_ratio,wall_dist_idle,wall_dist_move,wall_push_ratio,jerk_move,leg_drive_ratio,_n_frames,_n_moves,_idle_frames
N26.mp4,non_expert,117.39818186778842,0.17249698431845598,0.0,0.06472491909385113,0.08839826233562982,0.08284075127478255,0.937130886000277,0.13330130754161879,0.2553827423972209,927,6,829
N27.mp4,non_expert,130.68575807977058,0.4781659388646288,0.22941176470588234,0.6843137254901961,0.04946574234875136,0.0696196616933867,1.4074315741231027,0.2995016384306237,0.10542029931957203,510,3,458
N28.mp4,non_expert,116.25388639906042,0.3064066852367688,0.1571969696969697,0.8087121212121212,0.09293720349576573,0.10998438879822,1.1834267960189162,0.0036368224296726144,0.5003659599934781,528,7,359
N29.mp4,non_expert,106.31508758851788,0.2642706131078224,0.08940397350993377,0.4503311258278146,0.08110106707721726,0.1147192123862969,1.4145214406594309,0.011465445831119492,0.42973153418688,604,5,473
N30.mp4,non_expert,146.58823952480014,0.5784883720930233,0.1696344892221181,0.3669165885660731,0.10827192345016023,0.09245238827293607,0.8538906189893966,0.015373325380093056,0.304714504949183,2134,10,1720
N31.mp4,non_expert,115.91807632346439,0.26420454545454547,0.3648068669527897,0.7081545064377682,0.08447452942284342,0.06766944825985649,0.8010632401454381,0.01625431189864102,0.6862866797127977,466,3,352
N32.mp4,non_expert,100.76669907382295,0.0,0.008350730688935281,0.6033402922755741,0.09801354210813612,0.09435559749273571,0.9626790934853104,0.20605361984296078,0.394363403947809,479,1,462
N33.mp4,non_expert,86.94804487006232,0.02412280701754386,0.13199426111908177,0.8809182209469153,0.12690478413214934,0.11153126561702721,0.8788577798005546,0.0033549688859684473,0.41804906930984936,697,8,456
N34.mp4,non_expert,113.66042472324212,0.16519174041297935,0.0009398496240601503,0.6287593984962406,0.0908130445451881,0.015024748731150058,0.16544701426900935,0.2502284131672286,0.1924142218645283,1064,1,1017
N35.mp4,non_expert,109.85877225349975,0.16757741347905283,0.15486725663716813,0.6283185840707964,0.0733861820961887,0.14124751564477794,1.9247151488612748,1.003290155932932,0.5231633956883887,678,2,549
N36.mp4,non_expert,122.5341419870546,0.22403846153846155,0.019867549668874173,0.29403973509933773,0.10837057411274777,0.10246053998055757,0.9454644986868259,0.022765786803326988,0.4953831975727366,1510,11,1040
N37.mp4,non_expert,119.69800882611972,0.1715686274509804,0.0,0.2495697074010327,0.07138329710205275,0.08155218809848297,1.142454607516185,0.047482092018317955,0.5909187726326849,581,6,408
N38.mp4,non_expert,106.50835483359218,0.10085054678007291,0.10982048574445617,0.3505807814149947,0.08789444683892954,0.053998832659379895,0.6143599335090623,0.21285456025651586,0.39741753804707336,947,4,823
N39.mp4,non_expert,88.32871028943698,0.06853932584269663,0.3060853769300636,0.5703905540417802,0.1320269671449873,0.09193328763161696,0.6963219913053006,0.007731936545122896,0.43789130021714684,2202,12,1780
N40.mp4,non_expert,119.03192619220333,0.19413919413919414,0.20810514786418402,0.45454545454545453,0.08210660484710548,0.054647768226932826,0.6655708352937819,0.7853948975293926,0.4603584385784472,1826,7,1638
N41.mp4,non_expert,104.34995797236047,0.14202334630350194,0.07451564828614009,0.6855439642324889,0.14402615897586185,0.09814777725799695,0.6814579458434813,0.007577992992313896,0.4997170545524357,671,6,514
